"fdc_id","data_type","description","food_category_id","publication_date"
"171613","sr_legacy_food","Soup, bouillon cubes and granules, low sodium, dry","6","2019-04-01"
"171614","sr_legacy_food","Soup, ramen noodle, beef flavor, dry","6","2019-04-01"
"171615","sr_legacy_food","Soup, ramen noodle, chicken flavor, dry","6","2019-04-01"
"171616","sr_legacy_food","Beerwurst, beer salami, pork","7","2019-04-01"
"171617","sr_legacy_food","Sausage, Berliner, pork, beef","7","2019-04-01"
"171618","sr_legacy_food","Blood sausage","7","2019-04-01"
"171619","sr_legacy_food","Bockwurst, pork, veal, raw","7","2019-04-01"
"171620","sr_legacy_food","Bratwurst, pork, cooked","7","2019-04-01"
"171621","sr_legacy_food","Braunschweiger (a liver sausage), pork","7","2019-04-01"
"171622","sr_legacy_food","Bratwurst, pork, beef, link","7","2019-04-01"
"171623","sr_legacy_food","Cheesefurter, cheese smokie, pork, beef","7","2019-04-01"
"171624","sr_legacy_food","Frankfurter, chicken","7","2019-04-01"
"171625","sr_legacy_food","Frankfurter, turkey","7","2019-04-01"
"171626","sr_legacy_food","Ham, chopped, canned","7","2019-04-01"
"171627","sr_legacy_food","Ham, chopped, not canned","7","2019-04-01"
"171628","sr_legacy_food","Ham and cheese loaf or roll","7","2019-04-01"
"171629","sr_legacy_food","Ham and cheese spread","7","2019-04-01"
"171630","sr_legacy_food","Headcheese, pork","7","2019-04-01"
"171631","sr_legacy_food","Sausage, Italian, pork, mild, raw","7","2019-04-01"
"171632","sr_legacy_food","Sausage, pork and turkey, pre-cooked","7","2019-04-01"
"171633","sr_legacy_food","Frankfurter, meat and poultry, cooked, boiled","7","2019-04-01"
"171634","sr_legacy_food","Frankfurter, meat and poultry, cooked, grilled","7","2019-04-01"
"171635","sr_legacy_food","Pork sausage, link/patty, reduced fat, unprepared","7","2019-04-01"
"171636","sr_legacy_food","Pork sausage, link/patty, reduced fat, cooked, pan-fried","7","2019-04-01"
"171637","sr_legacy_food","Bologna, meat and poultry","7","2019-04-01"
"171638","sr_legacy_food","Meatballs, frozen, Italian style","7","2019-04-01"
"171639","sr_legacy_food","Bacon, turkey, microwaved","7","2019-04-01"
"171640","sr_legacy_food","Bacon, turkey, low sodium","7","2019-04-01"
"171641","sr_legacy_food","Cereals ready-to-eat, POST, ALPHA-BITS","8","2019-04-01"
"171642","sr_legacy_food","Cereals ready-to-eat, QUAKER, CAP'N CRUNCH","8","2019-04-01"
"171643","sr_legacy_food","Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES","8","2019-04-01"
"171644","sr_legacy_food","Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH","8","2019-04-01"
"171645","sr_legacy_food","Cereals ready-to-eat, POST, FRUITY PEBBLES","8","2019-04-01"
"171646","sr_legacy_food","Cereals ready-to-eat, granola, homemade","8","2019-04-01"
"171647","sr_legacy_food","Cereals ready-to-eat, POST, GRAPE-NUTS Cereal","8","2019-04-01"
"171648","sr_legacy_food","Cereals ready-to-eat, POST, GRAPE-NUTS Flakes","8","2019-04-01"
"171649","sr_legacy_food","Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP","8","2019-04-01"
"171650","sr_legacy_food","Cereals ready-to-eat, POST Raisin Bran Cereal","8","2019-04-01"
"171651","sr_legacy_food","Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice","8","2019-04-01"
"171652","sr_legacy_food","Cereals ready-to-eat, POST, GOLDEN CRISP","8","2019-04-01"
"171653","sr_legacy_food","Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ","8","2019-04-01"
"171654","sr_legacy_food","Cereals, corn grits, white, regular and quick, enriched, dry","8","2019-04-01"
"171655","sr_legacy_food","Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt","8","2019-04-01"
"171656","sr_legacy_food","Cereals, QUAKER, corn grits, instant, plain, dry","8","2019-04-01"
"171657","sr_legacy_food","Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt","8","2019-04-01"
"171658","sr_legacy_food","Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry","8","2019-04-01"
"171659","sr_legacy_food","Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt","8","2019-04-01"
"171660","sr_legacy_food","Cereals, CREAM OF WHEAT, instant, dry","8","2019-04-01"
"171661","sr_legacy_food","Cereals, oats, instant, fortified, plain, dry","8","2019-04-01"
"171662","sr_legacy_food","Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)","8","2019-04-01"
"171663","sr_legacy_food","Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry","8","2019-04-01"
"171664","sr_legacy_food","Cereals, oats, instant, fortified, with cinnamon and spice, dry","8","2019-04-01"
"171665","sr_legacy_food","Cereals, WHEATENA, dry","8","2019-04-01"
"171666","sr_legacy_food","Cereals, WHEATENA, cooked with water","8","2019-04-01"
"171667","sr_legacy_food","Cereals, whole wheat hot natural cereal, dry","8","2019-04-01"
"171668","sr_legacy_food","Cereals, whole wheat hot natural cereal, cooked with water, without salt","8","2019-04-01"
"171669","sr_legacy_food","Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat","8","2019-04-01"
"171670","sr_legacy_food","Cereals, corn grits, yellow, regular and quick, unenriched, dry","8","2019-04-01"
"171671","sr_legacy_food","Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt","8","2019-04-01"
"171672","sr_legacy_food","Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt","8","2019-04-01"
"171673","sr_legacy_food","Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt","8","2019-04-01"
"171674","sr_legacy_food","Cereals, MALT-O-MEAL, chocolate, dry","8","2019-04-01"
"171675","sr_legacy_food","Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt","8","2019-04-01"
"171676","sr_legacy_food","Cereals, WHEATENA, cooked with water, with salt","8","2019-04-01"
"171677","sr_legacy_food","Cereals, whole wheat hot natural cereal, cooked with water, with salt","8","2019-04-01"
"171678","sr_legacy_food","Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS","8","2019-04-01"
"171679","sr_legacy_food","Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey","8","2019-04-01"
"171680","sr_legacy_food","Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds","8","2019-04-01"
"171681","sr_legacy_food","Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS","8","2019-04-01"
"171682","sr_legacy_food","Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber","8","2019-04-01"
"171683","sr_legacy_food","Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry","8","2019-04-01"
"171684","sr_legacy_food","Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry","8","2019-04-01"
"171685","sr_legacy_food","Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry","8","2019-04-01"
"171686","sr_legacy_food","Acerola, (west indian cherry), raw","9","2019-04-01"
"171687","sr_legacy_food","Acerola juice, raw","9","2019-04-01"
"171688","sr_legacy_food","Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171689","sr_legacy_food","Apples, raw, without skin","9","2019-04-01"
"171690","sr_legacy_food","Apples, dehydrated (low moisture), sulfured, stewed","9","2019-04-01"
"171691","sr_legacy_food","Apples, dried, sulfured, uncooked","9","2019-04-01"
"171692","sr_legacy_food","Apples, dried, sulfured, stewed, without added sugar","9","2019-04-01"
"171693","sr_legacy_food","Apples, dried, sulfured, stewed, with added sugar","9","2019-04-01"
"171694","sr_legacy_food","Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171695","sr_legacy_food","Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171696","sr_legacy_food","Applesauce, canned, sweetened, without salt","9","2019-04-01"
"171697","sr_legacy_food","Apricots, raw","9","2019-04-01"
"171698","sr_legacy_food","Apricots, canned, water pack, with skin, solids and liquids","9","2019-04-01"
"171699","sr_legacy_food","Apricots, canned, heavy syrup pack, with skin, solids and liquids","9","2019-04-01"
"171700","sr_legacy_food","Apricots, canned, heavy syrup pack, without skin, solids and liquids","9","2019-04-01"
"171701","sr_legacy_food","Apricots, canned, extra heavy syrup pack, without skin, solids and liquids","9","2019-04-01"
"171702","sr_legacy_food","Apricots, dehydrated (low-moisture), sulfured, uncooked","9","2019-04-01"
"171703","sr_legacy_food","Apricots, frozen, sweetened","9","2019-04-01"
"171704","sr_legacy_food","Apricot nectar, canned, with added ascorbic acid","9","2019-04-01"
"171705","sr_legacy_food","Avocados, raw, all commercial varieties","9","2019-04-01"
"171706","sr_legacy_food","Avocados, raw, California","9","2019-04-01"
"171707","sr_legacy_food","Avocados, raw, Florida","9","2019-04-01"
"171708","sr_legacy_food","Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171709","sr_legacy_food","Blackberries, canned, heavy syrup, solids and liquids","9","2019-04-01"
"171710","sr_legacy_food","Blackberries, frozen, unsweetened","9","2019-04-01"
"171711","sr_legacy_food","Blueberries, raw","9","2019-04-01"
"171712","sr_legacy_food","Boysenberries, canned, heavy syrup","9","2019-04-01"
"171713","sr_legacy_food","Boysenberries, frozen, unsweetened","9","2019-04-01"
"171714","sr_legacy_food","Breadfruit, raw","9","2019-04-01"
"171715","sr_legacy_food","Carambola, (starfruit), raw","9","2019-04-01"
"171716","sr_legacy_food","Cherries, sour, red, canned, heavy syrup pack, solids and liquids","9","2019-04-01"
"171717","sr_legacy_food","Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids","9","2019-04-01"
"171718","sr_legacy_food","Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171719","sr_legacy_food","Cherries, sweet, raw","9","2019-04-01"
"171720","sr_legacy_food","Cherries, sweet, canned, extra heavy syrup pack, solids and liquids","9","2019-04-01"
"171721","sr_legacy_food","Crabapples, raw","9","2019-04-01"
"171722","sr_legacy_food","Cranberries, raw","9","2019-04-01"
"171723","sr_legacy_food","Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)","9","2019-04-01"
"171724","sr_legacy_food","Currants, zante, dried","9","2019-04-01"
"171725","sr_legacy_food","Custard-apple, (bullock's-heart), raw","9","2019-04-01"
"171726","sr_legacy_food","Dates, deglet noor","9","2019-04-01"
"171727","sr_legacy_food","Elderberries, raw","9","2019-04-01"
"171728","sr_legacy_food","Beef, Australian, imported, grass-fed,  external fat, raw","13","2019-04-01"
"171729","sr_legacy_food","Beef, Australian, imported, grass-fed, seam fat, raw","13","2019-04-01"
"171730","sr_legacy_food","Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw","13","2019-04-01"
"171731","sr_legacy_food","Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw","13","2019-04-01"
"171732","sr_legacy_food","Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw","13","2019-04-01"
"171733","sr_legacy_food","Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw","13","2019-04-01"
"171734","sr_legacy_food","Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw","13","2019-04-01"
"171735","sr_legacy_food","Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw","13","2019-04-01"
"171736","sr_legacy_food","Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw","13","2019-04-01"
"171737","sr_legacy_food","Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw","13","2019-04-01"
"171738","sr_legacy_food","Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw","13","2019-04-01"
"171739","sr_legacy_food","Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw","13","2019-04-01"
"171740","sr_legacy_food","Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw","13","2019-04-01"
"171741","sr_legacy_food","Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw","13","2019-04-01"
"171742","sr_legacy_food","Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw","13","2019-04-01"
"171743","sr_legacy_food","Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171744","sr_legacy_food","Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171745","sr_legacy_food","Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171746","sr_legacy_food","Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171747","sr_legacy_food","Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171748","sr_legacy_food","Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171749","sr_legacy_food","Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171750","sr_legacy_food","Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171751","sr_legacy_food","Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171752","sr_legacy_food","Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171753","sr_legacy_food","Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","13","2019-04-01"
"171754","sr_legacy_food","Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","13","2019-04-01"
"171755","sr_legacy_food","Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","13","2019-04-01"
"171756","sr_legacy_food","Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","13","2019-04-01"
"171757","sr_legacy_food","Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171758","sr_legacy_food","Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171759","sr_legacy_food","Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171760","sr_legacy_food","Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171761","sr_legacy_food","Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171762","sr_legacy_food","Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171763","sr_legacy_food","Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171764","sr_legacy_food","Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171765","sr_legacy_food","Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171766","sr_legacy_food","Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171767","sr_legacy_food","Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","13","2019-04-01"
"171768","sr_legacy_food","Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","13","2019-04-01"
"171769","sr_legacy_food","Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171770","sr_legacy_food","Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","13","2019-04-01"
"171771","sr_legacy_food","Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted","13","2019-04-01"
"171772","sr_legacy_food","Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","13","2019-04-01"
"171773","sr_legacy_food","Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","13","2019-04-01"
"171774","sr_legacy_food","Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw","13","2019-04-01"
"171775","sr_legacy_food","Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","13","2019-04-01"
"171776","sr_legacy_food","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171777","sr_legacy_food","Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw","13","2019-04-01"
"171778","sr_legacy_food","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked","13","2019-04-01"
"171779","sr_legacy_food","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw","13","2019-04-01"
"171780","sr_legacy_food","Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted","13","2019-04-01"
"171781","sr_legacy_food","Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","13","2019-04-01"
"171782","sr_legacy_food","Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised","13","2019-04-01"
"171783","sr_legacy_food","Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled","13","2019-04-01"
"171784","sr_legacy_food","Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","13","2019-04-01"
"171785","sr_legacy_food","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","13","2019-04-01"
"171786","sr_legacy_food","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","13","2019-04-01"
"171787","sr_legacy_food","Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","13","2019-04-01"
"171788","sr_legacy_food","Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","13","2019-04-01"
"171789","sr_legacy_food","Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","13","2019-04-01"
"171790","sr_legacy_food","Beef, ground, 95% lean meat / 5% fat, raw","13","2019-04-01"
"171791","sr_legacy_food","Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled","13","2019-04-01"
"171792","sr_legacy_food","Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled","13","2019-04-01"
"171793","sr_legacy_food","Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled","13","2019-04-01"
"171794","sr_legacy_food","Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned","13","2019-04-01"
"171795","sr_legacy_food","Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked","13","2019-04-01"
"171796","sr_legacy_food","Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)","13","2019-04-01"
"171797","sr_legacy_food","Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled","13","2019-04-01"
"171798","sr_legacy_food","Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled","13","2019-04-01"
"171799","sr_legacy_food","Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned","13","2019-04-01"
"171800","sr_legacy_food","Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked","13","2019-04-01"
"171801","sr_legacy_food","Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked","13","2019-04-01"
"171802","sr_legacy_food","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw","13","2019-04-01"
"171803","sr_legacy_food","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw","13","2019-04-01"
"171804","sr_legacy_food","Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw","13","2019-04-01"
"171805","sr_legacy_food","Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","13","2019-04-01"
"171806","sr_legacy_food","Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted","13","2019-04-01"
"171807","sr_legacy_food","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted","13","2019-04-01"
"171808","sr_legacy_food","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled","13","2019-04-01"
"171809","sr_legacy_food","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted","13","2019-04-01"
"171810","sr_legacy_food","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw","13","2019-04-01"
"171811","sr_legacy_food","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled","13","2019-04-01"
"171812","sr_legacy_food","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw","13","2019-04-01"
"171813","sr_legacy_food","Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled","13","2019-04-01"
"171814","sr_legacy_food","Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw","13","2019-04-01"
"171815","sr_legacy_food","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled","13","2019-04-01"
"171816","sr_legacy_food","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw","13","2019-04-01"
"171817","sr_legacy_food","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised","13","2019-04-01"
"171818","sr_legacy_food","Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised","13","2019-04-01"
"171819","sr_legacy_food","Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw","13","2019-04-01"
"171820","sr_legacy_food","Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw","13","2019-04-01"
"171821","sr_legacy_food","Soup, wonton, Chinese restaurant","6","2019-04-01"
"171822","sr_legacy_food","Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium","6","2019-04-01"
"171823","sr_legacy_food","Sauce, duck, ready-to-serve","6","2019-04-01"
"171824","sr_legacy_food","Sauce, salsa, verde, ready-to-serve","6","2019-04-01"
"171825","sr_legacy_food","Sauce, steak, tomato based","6","2019-04-01"
"171826","sr_legacy_food","Sauce, tartar, ready-to-serve","6","2019-04-01"
"171827","sr_legacy_food","Sauce, barbecue, SWEET BABY RAY'S, original","6","2019-04-01"
"171828","sr_legacy_food","Sauce, barbecue, BULL'S-EYE, original","6","2019-04-01"
"171829","sr_legacy_food","Sauce, barbecue, KC MASTERPIECE, original","6","2019-04-01"
"171830","sr_legacy_food","Sauce, barbecue, OPEN PIT, original","6","2019-04-01"
"171831","sr_legacy_food","Wasabi","6","2019-04-01"
"171832","sr_legacy_food","Dip, bean, original flavor","6","2019-04-01"
"171833","sr_legacy_food","Sauce, horseradish","6","2019-04-01"
"171834","sr_legacy_food","Dip, FRITO'S, bean, original flavor","6","2019-04-01"
"171835","sr_legacy_food","Cookie, vanilla with caramel, coconut, and chocolate coating","18","2019-04-01"
"171836","sr_legacy_food","Cookie, with peanut butter filling, chocolate-coated","18","2019-04-01"
"171837","sr_legacy_food","Cookies, animal, with frosting or icing","18","2019-04-01"
"171838","sr_legacy_food","Crackers, multigrain","18","2019-04-01"
"171839","sr_legacy_food","Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber","18","2019-04-01"
"171840","sr_legacy_food","Cookies, brownies, commercially prepared, reduced fat, with added fiber","18","2019-04-01"
"171841","sr_legacy_food","Cookies, chocolate sandwich, with creme filling, reduced fat","18","2019-04-01"
"171842","sr_legacy_food","Cookies, oatmeal sandwich, with creme filling","18","2019-04-01"
"171843","sr_legacy_food","Cookies, peanut butter, commercially prepared, sugar free","18","2019-04-01"
"171844","sr_legacy_food","Bread, chapati or roti, plain, commercially prepared","18","2019-04-01"
"171845","sr_legacy_food","Bread, naan, plain, commercially prepared, refrigerated","18","2019-04-01"
"171846","sr_legacy_food","Crackers, standard snack-type, with whole wheat","18","2019-04-01"
"171847","sr_legacy_food","Cookies, coconut macaroon","18","2019-04-01"
"171848","sr_legacy_food","Crackers, sandwich-type, peanut butter filled, reduced fat","18","2019-04-01"
"171849","sr_legacy_food","Bread, cinnamon","18","2019-04-01"
"171850","sr_legacy_food","Bread, wheat, sprouted","18","2019-04-01"
"171851","sr_legacy_food","Bread, wheat, sprouted, toasted","18","2019-04-01"
"171852","sr_legacy_food","Bagels, multigrain","18","2019-04-01"
"171853","sr_legacy_food","Pancakes, whole wheat, dry mix, incomplete","18","2019-04-01"
"171854","sr_legacy_food","Crackers, toast thins, low sodium","18","2019-04-01"
"171855","sr_legacy_food","Crackers, whole grain, sandwich-type, with peanut butter filling","18","2019-04-01"
"171856","sr_legacy_food","Crackers, water biscuits","18","2019-04-01"
"171857","sr_legacy_food","Cookies, gluten-free, chocolate sandwich, with creme filling","18","2019-04-01"
"171858","sr_legacy_food","Cookies, gluten-free, chocolate wafer","18","2019-04-01"
"171859","sr_legacy_food","Cookies, gluten-free, lemon wafer","18","2019-04-01"
"171860","sr_legacy_food","Cookies, gluten-free, vanilla sandwich, with creme filling","18","2019-04-01"
"171861","sr_legacy_food","Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch","18","2019-04-01"
"171862","sr_legacy_food","Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch","18","2019-04-01"
"171863","sr_legacy_food","Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour","18","2019-04-01"
"171864","sr_legacy_food","Rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour","18","2019-04-01"
"171865","sr_legacy_food","Cookies, oatmeal, reduced fat","18","2019-04-01"
"171866","sr_legacy_food","Cookies, chocolate cream covered biscuit sticks","18","2019-04-01"
"171867","sr_legacy_food","Cookies, Marie biscuit","18","2019-04-01"
"171868","sr_legacy_food","Cookies, vanilla sandwich with creme filling, reduced fat","18","2019-04-01"
"171869","sr_legacy_food","Beverages, carbonated, tonic water","14","2019-04-01"
"171870","sr_legacy_food","Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12","14","2019-04-01"
"171871","sr_legacy_food","Beverages, carbonated, root beer","14","2019-04-01"
"171872","sr_legacy_food","Alcoholic Beverage, wine, table, red, Gamay","14","2019-04-01"
"171873","sr_legacy_food","Beverages, chocolate drink, milk and soy based, ready to drink, fortified","14","2019-04-01"
"171874","sr_legacy_food","Beverages, chocolate malt powder, prepared with 1% milk, fortified","14","2019-04-01"
"171875","sr_legacy_food","Beverages, carbonated, limeade, high caffeine","14","2019-04-01"
